,texts,gender,country,filename
78,Helping Struggling Students Build a Growth Mindset https://t.co/HWTXlF2tRv,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
79,Living in a Personal Case Study - Curiosity-based Learning https://t.co/kxqP6020TI via @boadams1,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
80,These 3 graphics explain 2016’s record warmth https://t.co/HbMw7yqyTX via @mashable,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
81,surface of the sun https://t.co/kEgUswwle1,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
82,2016 Was The Hottest Year On Record https://t.co/HUGsW5doP8,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
83,Why Predictions Are Not Enough https://t.co/PMU0h3rLZe,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
84,“The two questions that determine your scientific literacy” by @StartsWithABang https://t.co/UEUo9YEwcS,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
85,Octavia Spencer bought out a whole cinema so families could see 'Hidden Figures' https://t.co/Bd2aR5TUtN via @mashable,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
86,How Can Schools Protect Student Data Without Training Teachers In Privacy Basics? https://t.co/AqdO1i3nyb,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
87,CIA puts almost 12 million declassified files online for the first time https://t.co/TAoDygziZO via @Verge,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
88,Who was Max Planck? https://t.co/sufop4MDc2 via @universetoday,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
89,"Innovation is a process, not a product. https://t.co/yeM0HH0qDN",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
90,9 Ways to Inspire Student Inventors https://t.co/An4q7T3CXr,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
91,How The Systemic Segregation Of Schools Is Maintained By 'Individual Choices' https://t.co/vC42xkr5ly,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
92,How taking email off my phone helped me win the inbox battle and live more in the moment  https://t.co/xbassRi7yj,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
93,Classroom Technology: What's New For 2017? https://t.co/4i3bSkA9cQ via @edudemic,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
94,https://t.co/lbSoKgGQcZ Bitcoin and the surprising “disturbance in the force” that will upend our financial systems | DaVinci Institute,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
95,Addressing Maslow's Hierarchy of Needs with Technology https://t.co/babHa6tlDT via @jackiegerstein,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
96,Getting a new iPhone – which plan should I choose? https://t.co/pilv0orOIo,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
97,@johnqgoh @ewathekids5 @mefergus @rudd58 @_iEndo @kim5241 @JohnSelby6 25-30 years good timeframe for a picture light clean out,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
98,10 Things Every Teacher Should Know Before Starting Their First Day In The Classroom https://t.co/vTrjcvYsM9 via @shaunkillian,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
99,Roll back curriculum constraints and give teachers the freedom to make professional judgements https://t.co/6w2bW2MTNB via @AustAssocResEd,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
0,"@Bibliocook oh! Only see this now, hope you found a chilled place &amp; had a good night! 😊",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
1,@VineInspiration yip these two are thirst-quenching alright! 😊,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
2,A little late but finally got my copy of @sundaybusiness #Georgia #qveri wines Many thanks @tomasclancy #VinNature… https://t.co/FB8KtIyHY4,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
3,@kclr96fm brilliant artwork!! And one of our favourite wines! #saseti #valpolicella #MonteDallOra #VinNature @lecaveau2,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
4,@BaggotStWines @NOffLA @Joelfinebottles massive congrats guys! Well deserved!,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
5,Delighted to see #ThierryPuzelat #ClosTueBoeuf #VinRouge in @IrishTimes today - Many thanks @Wilsononwine #VinNature https://t.co/x8lMy5Mo9O,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
6,"Love it!
 #Pierre&amp;CatherineBreton #VinNature https://t.co/5tD3VtOKWv",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
7,@lecaveau2 @colmmccan @ClaireOBoyleG @ger98765 @Magsmurf great day for a meeting &amp; looking forward to 2017! Lovely lunch @Zuni_Kilkenny too!,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
8,"@CorkBilly @DORibera great read + very interesting facts on #RiberadelDuero 
Many thanks Billy!",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
9,"@ClaireOBoyleG @EttoMerrionRow many thanks for the RT 😊
Hope all is well!",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
10,New position available for a fab sales person based in Dublin to work with the fab @ClaireOBoyleG and with Le Caveau team #jobfairy,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
11,"@Nash19Cork @CBA_cork @No1CorkHotel wonderful, many thanks - sounds like an amazing evening!",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
12,"@tomdoorley @lecaveau2 @colmmccan aw, many thanks Tom! #NicolasReau #VinNature",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
13,The #UnusualSuspect Volubilia from #Morocco makes it in  @LesliesWineFood page today @irishexaminer https://t.co/Yz3rHXeSM3,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
14,@kclr96fm looking forward to chatting about this 'thirst quencher' after 5pm! 😉,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
15,@CorkBilly @karwigwines many thanks Billy!,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
16,"@CorkBilly @OBriensWine @colmmccan that Vin Rouge label makes me feel thirsty 😊
Many thanks Billy #Puzelat #VinNature",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
17,@tomdoorley @lecaveau2  cheers Tom! Always happy to help 😉,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
18,@fioreill @GreenManWines1 glad you liked it - love the purity and intensity of Reau's whites,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
19,"'Dingle Food Fest dinner event was the dining highlight of the year'  
https://t.co/1RLCnHBjad @jozeemac @idasrestaurant @J_Casey_",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
20,@NomadWine @JulieDupouy1 let  me think for a minute! 😆,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
21,@JulieDupouy1 of all time 😆,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
22,@JulieDupouy1 delighted you like it! One of my fav of time! 😊,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
23,@NesbittF @McKennasGuides many thanks Francis! Only sinking in now! Absolutely honoured,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
24,"@Nash19Cork many thanks! 😊
And thanks so much for having our wines!",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
25,"@keithbohanna @McKennasGuides many thanks Keith - brilliant to see your award from John and Sally too! 
 #RealBreadIreland",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
26,"Many thanks Tomas from us all at Le Caveau 😊 #SBPwineAwards #FineWineMerchantsNationwide &amp; #BurgundySpecialist
Happ… https://t.co/HI5KlzfWpt",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
27,"@Latitude_51 many thanks! It's a team work, and I'm blessed to have Le Caveau crew + wonderful customers! :) @McKennasGuides",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
28,Absolutely thrilled w/ John&amp;Sally award @McKennasGuides it means a lot! apt I was with #ChefoftheYear @idasrestaurant 4 NYE #FoodWineMusic,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
29,@VineInspiration @abbiemoulton @Quintwineshop @RealWineMan thanks Paddy! Hope you had fab wines over the last few days! 😊,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
30,@VineInspiration @winerepublic Nicolas Reau is my fav Loire grower at the moment- having his Chenin Clos des Treilles as we speak 😊,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
31,@VineInspiration @GreenManWines1 @lecaveau2 love it! Nicolas Reau will more than likely  be with us next year at our portfolio tastings!,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
32,Lovely Christmas pressie all the way from #Barolo #LaMorra - many thanks Paola! 😊 @ciabotberton https://t.co/bC9IngatGp,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
33,@VineInspiration @GreenManWines1 @LaRousseWines @lecaveau2 my idea of a great night! #VinNature,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
34,@tomasclancy @RTEToday @Terroirsdublin @skinnyprosecco @Krug @libertyireland @CHChampagneIRE many thanks Tomas!,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
35,@CorkBilly @lecaveau2 @colmmccan as native as they get!! 😊,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
36,"Occhipinti by the glass
@BreweryCorner #Kilkenny #VinNature https://t.co/Ec5tVnCj80",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
37,@Wardrobbie brilliant wine!,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
38,@lorcanotoole many thanks to you and enjoy! 😊,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
39,@maireadatnash19 @colmmccan delighted to hear! Many thanks!,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
40,Our last (but not least) gig of the year - NY eve in #Dingle! at @idasrestaurant #FoodMusic&amp;Wine many thanks for th… https://t.co/2R6XXZHbol,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
41,@kenmcguire great to catch up with you Ken - super show! &amp; love the choice of music! #drive @kclr96fm,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
42,"@geraot @lecaveau2 they're cute aren't they? &amp; the wines are really good &amp; honest - not in stock yet, but more than likely early January 😉",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
43,"@CulinarianPress That vintage look! 😊
Quite catchy aren't they",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
44,Blandine le blanc &amp; Marcel Malbec - love the simplicity &amp;authenticity of these 2 little gems from Southwest France… https://t.co/IFWu9APMMz,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
45,Reflecting back on a memorable day with Jean-Francois Ganevat #Jura - rarely tasted and drank so many extraordinary… https://t.co/CIH1J7oVHc,male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
46,"Patrice Beguet #Arbois 
Last day in the #Jura https://t.co/5cuodA3jeS",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
47,"@kopwas @cavesdepyrene well, arrived on site at 12 and left at 9pm - 9 hrs tasting, sounds like work to me 😉😆 #Ganevat #Jura",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
48,"#Savagnin was made to match this dish! #Montd'Or fermier, homemade sausage &amp; roasted potatoes #lunchAtGanevat https://t.co/6imTHDe5Zv",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
49,"After the whites now onto the reds #LunchatGanevat #Jura
All further tastings for the day are cancelled https://t.co/Xks5MxUzLe",male,ireland,bcc0427b30ab9d5ac3bf999843f03bc
